bmi,goal,meal_time,recommendation
24,maintenance,lunch,rice_dal_salad
19,muscle_gain,lunch,turkey_sandwich
20,muscle_gain,breakfast,greek_yogurt_nuts
27,maintenance,dinner,cottage_cheese_salad
25,maintenance,dinner,vegetable_soup
37,weight_loss,breakfast,black_coffee_omelette
24,maintenance,breakfast,oats_fruits
24,maintenance,lunch,quinoa_bowl
37,weight_loss,breakfast,chia_pudding
19,muscle_gain,breakfast,oatmeal_protein_shake
27,maintenance,lunch,quinoa_bowl
26,maintenance,lunch,mixed_veg_curry_rice
17,muscle_gain,dinner,lentil_stew_rice
19,muscle_gain,lunch,paneer_pulao
23,maintenance,lunch,quinoa_bowl
23,maintenance,dinner,baked_fish_veggies
36,weight_loss,breakfast,chia_pudding
23,maintenance,lunch,quinoa_bowl
17,muscle_gain,breakfast,oatmeal_protein_shake
23,maintenance,lunch,quinoa_bowl
20,muscle_gain,lunch,beef_stir_fry
17,muscle_gain,dinner,paneer_roti
24,maintenance,breakfast,oats_fruits
38,weight_loss,lunch,sprouts_salad
22,maintenance,breakfast,muesli_milk
21,muscle_gain,dinner,paneer_roti
30,weight_loss,dinner,boiled_vegetables
19,muscle_gain,breakfast,greek_yogurt_nuts
21,muscle_gain,dinner,grilled_chicken_sweet_potato
32,weight_loss,dinner,boiled_vegetables
22,muscle_gain,dinner,lentil_stew_rice
21,muscle_gain,dinner,lentil_stew_rice
22,maintenance,breakfast,avocado_toast
18,muscle_gain,breakfast,eggs_milk_banana
23,muscle_gain,dinner,lentil_stew_rice
24,maintenance,breakfast,oats_fruits
25,maintenance,lunch,rice_dal_salad
20,muscle_gain,lunch,beef_stir_fry
22,maintenance,breakfast,muesli_milk
40,weight_loss,breakfast,chia_pudding
32,weight_loss,lunch,salad_chicken
27,maintenance,breakfast,smoothie_oats
23,muscle_gain,dinner,grilled_chicken_sweet_potato
37,weight_loss,breakfast,boiled_eggs_spinach
18,muscle_gain,breakfast,peanut_butter_toast
22,maintenance,dinner,cottage_cheese_salad
22,maintenance,dinner,cottage_cheese_salad
39,weight_loss,breakfast,oats_green_tea
23,maintenance,dinner,cottage_cheese_salad
33,weight_loss,dinner,soup_salad
22,maintenance,breakfast,oats_fruits
31,weight_loss,breakfast,black_coffee_omelette
24,maintenance,dinner,tofu_stir_fry
37,weight_loss,breakfast,boiled_eggs_spinach
24,maintenance,breakfast,muesli_milk
18,muscle_gain,breakfast,oatmeal_protein_shake
21,muscle_gain,dinner,paneer_roti
21,muscle_gain,breakfast,greek_yogurt_nuts
37,weight_loss,dinner,roasted_cauliflower
25,maintenance,breakfast,smoothie_oats
25,maintenance,lunch,rice_dal_salad
26,maintenance,lunch,rice_dal_salad
20,muscle_gain,breakfast,peanut_butter_toast
17,muscle_gain,dinner,eggs_roti
27,maintenance,breakfast,oats_fruits
21,muscle_gain,lunch,turkey_sandwich
22,maintenance,dinner,baked_fish_veggies
23,maintenance,dinner,tofu_stir_fry
37,weight_loss,lunch,sprouts_salad
33,weight_loss,lunch,clear_soup_crackers
17,muscle_gain,dinner,lentil_stew_rice
40,weight_loss,dinner,moong_dal_chilla
32,weight_loss,breakfast,chia_pudding
38,weight_loss,lunch,clear_soup_crackers
22,maintenance,breakfast,poha_with_peanuts
18,muscle_gain,lunch,chicken_rice
37,weight_loss,lunch,vegetable_dalia
22,maintenance,dinner,baked_fish_veggies
34,weight_loss,dinner,boiled_vegetables
29,weight_loss,breakfast,chia_pudding
32,weight_loss,dinner,boiled_vegetables
31,weight_loss,dinner,roasted_cauliflower
27,maintenance,dinner,roti_vegetables
34,weight_loss,lunch,vegetable_dalia
23,muscle_gain,breakfast,paneer_paratha
17,muscle_gain,dinner,paneer_roti
23,maintenance,dinner,baked_fish_veggies
24,maintenance,lunch,quinoa_bowl
23,maintenance,lunch,dal_roti
37,weight_loss,breakfast,boiled_eggs_spinach
29,weight_loss,dinner,clear_soup_tofu
37,weight_loss,breakfast,boiled_eggs_spinach
31,weight_loss,breakfast,chia_pudding
22,muscle_gain,breakfast,greek_yogurt_nuts
23,maintenance,breakfast,poha_with_peanuts
19,muscle_gain,dinner,lentil_stew_rice
17,muscle_gain,dinner,tofu_steak_rice
22,muscle_gain,breakfast,oatmeal_protein_shake
27,maintenance,dinner,baked_fish_veggies
22,muscle_gain,breakfast,oatmeal_protein_shake
33,weight_loss,breakfast,black_coffee_omelette
17,muscle_gain,lunch,paneer_pulao
34,weight_loss,lunch,sprouts_salad
17,muscle_gain,dinner,eggs_roti
34,weight_loss,lunch,sprouts_salad
20,muscle_gain,breakfast,paneer_paratha
38,weight_loss,lunch,sprouts_salad
27,maintenance,breakfast,oats_fruits
26,maintenance,dinner,cottage_cheese_salad
36,weight_loss,lunch,salad_chicken
27,maintenance,breakfast,smoothie_oats
23,maintenance,dinner,roti_vegetables
29,weight_loss,dinner,clear_soup_tofu
30,weight_loss,breakfast,chia_pudding
36,weight_loss,dinner,clear_soup_tofu
17,muscle_gain,lunch,paneer_pulao
36,weight_loss,lunch,clear_soup_crackers
22,muscle_gain,dinner,paneer_roti
23,muscle_gain,lunch,fish_rice
25,maintenance,breakfast,muesli_milk
33,weight_loss,lunch,sprouts_salad
17,muscle_gain,breakfast,eggs_milk_banana
23,maintenance,lunch,rice_dal_salad
20,muscle_gain,lunch,chicken_rice
32,weight_loss,dinner,moong_dal_chilla
29,weight_loss,lunch,salad_chicken
33,weight_loss,breakfast,fruit_bowl
32,weight_loss,breakfast,black_coffee_omelette
20,muscle_gain,breakfast,oatmeal_protein_shake
38,weight_loss,dinner,boiled_vegetables
38,weight_loss,dinner,roasted_cauliflower
19,muscle_gain,dinner,grilled_chicken_sweet_potato
23,muscle_gain,breakfast,peanut_butter_toast
40,weight_loss,lunch,clear_soup_crackers
25,maintenance,dinner,cottage_cheese_salad
39,weight_loss,dinner,boiled_vegetables
40,weight_loss,breakfast,boiled_eggs_spinach
27,maintenance,breakfast,oats_fruits
23,maintenance,lunch,mixed_veg_curry_rice
25,maintenance,lunch,quinoa_bowl
35,weight_loss,dinner,moong_dal_chilla
34,weight_loss,lunch,salad_chicken
18,muscle_gain,lunch,fish_rice
21,muscle_gain,dinner,paneer_roti
25,maintenance,dinner,cottage_cheese_salad
21,muscle_gain,lunch,chicken_rice
25,maintenance,lunch,rice_dal_salad
24,maintenance,dinner,baked_fish_veggies
22,maintenance,dinner,tofu_stir_fry
34,weight_loss,lunch,vegetable_dalia
24,maintenance,lunch,rice_dal_salad
23,maintenance,breakfast,avocado_toast
27,maintenance,breakfast,oats_fruits
25,maintenance,dinner,tofu_stir_fry
17,muscle_gain,dinner,tofu_steak_rice
23,maintenance,lunch,rice_dal_salad
37,weight_loss,dinner,boiled_vegetables
24,maintenance,breakfast,oats_fruits
31,weight_loss,lunch,salad_chicken
35,weight_loss,dinner,clear_soup_tofu
20,muscle_gain,lunch,fish_rice
22,muscle_gain,breakfast,oatmeal_protein_shake
35,weight_loss,dinner,moong_dal_chilla
26,maintenance,breakfast,poha_with_peanuts
24,maintenance,breakfast,muesli_milk
28,weight_loss,lunch,salad_chicken
22,maintenance,breakfast,smoothie_oats
30,weight_loss,breakfast,boiled_eggs_spinach
23,maintenance,breakfast,smoothie_oats
33,weight_loss,dinner,moong_dal_chilla
27,maintenance,lunch,rice_dal_salad
23,maintenance,lunch,rice_dal_salad
29,weight_loss,dinner,boiled_vegetables
31,weight_loss,lunch,salad_chicken
22,maintenance,breakfast,oats_fruits
18,muscle_gain,lunch,lentils_quinoa
23,muscle_gain,breakfast,paneer_paratha
36,weight_loss,lunch,vegetable_dalia
19,muscle_gain,dinner,tofu_steak_rice
26,maintenance,dinner,baked_fish_veggies
39,weight_loss,breakfast,oats_green_tea
33,weight_loss,dinner,roasted_cauliflower
26,maintenance,lunch,mixed_veg_curry_rice
23,maintenance,lunch,rice_dal_salad
37,weight_loss,lunch,vegetable_dalia
20,muscle_gain,lunch,paneer_pulao
24,maintenance,dinner,baked_fish_veggies
28,weight_loss,breakfast,boiled_eggs_spinach
26,maintenance,lunch,mixed_veg_curry_rice
21,muscle_gain,dinner,tofu_steak_rice
18,muscle_gain,lunch,turkey_sandwich
22,muscle_gain,dinner,eggs_roti
22,muscle_gain,dinner,grilled_chicken_sweet_potato
22,maintenance,dinner,baked_fish_veggies
27,maintenance,dinner,tofu_stir_fry
23,maintenance,lunch,mixed_veg_curry_rice
35,weight_loss,lunch,vegetable_dalia
31,weight_loss,breakfast,black_coffee_omelette
20,muscle_gain,breakfast,paneer_paratha
22,muscle_gain,lunch,paneer_pulao
40,weight_loss,breakfast,black_coffee_omelette
34,weight_loss,dinner,soup_salad
21,muscle_gain,lunch,fish_rice
22,muscle_gain,breakfast,paneer_paratha
35,weight_loss,dinner,soup_salad
20,muscle_gain,dinner,paneer_roti
26,maintenance,breakfast,avocado_toast
19,muscle_gain,breakfast,paneer_paratha
39,weight_loss,dinner,clear_soup_tofu
20,muscle_gain,dinner,eggs_roti
23,muscle_gain,breakfast,peanut_butter_toast
23,muscle_gain,lunch,turkey_sandwich
32,weight_loss,breakfast,fruit_bowl
37,weight_loss,breakfast,black_coffee_omelette
23,maintenance,lunch,dal_roti
33,weight_loss,dinner,boiled_vegetables
34,weight_loss,dinner,soup_salad
40,weight_loss,breakfast,fruit_bowl
20,muscle_gain,breakfast,oatmeal_protein_shake
23,maintenance,breakfast,muesli_milk
23,maintenance,dinner,roti_vegetables
17,muscle_gain,breakfast,eggs_milk_banana
33,weight_loss,breakfast,boiled_eggs_spinach
38,weight_loss,dinner,boiled_vegetables
20,muscle_gain,lunch,chicken_rice
22,maintenance,breakfast,oats_fruits
22,muscle_gain,dinner,tofu_steak_rice
23,muscle_gain,breakfast,greek_yogurt_nuts
35,weight_loss,lunch,grilled_chicken_salad
29,weight_loss,lunch,grilled_chicken_salad
22,muscle_gain,lunch,fish_rice
17,muscle_gain,dinner,grilled_chicken_sweet_potato
25,maintenance,breakfast,poha_with_peanuts
24,maintenance,lunch,mixed_veg_curry_rice
20,muscle_gain,dinner,paneer_roti
27,maintenance,lunch,mixed_veg_curry_rice
18,muscle_gain,breakfast,paneer_paratha
29,weight_loss,dinner,clear_soup_tofu
24,maintenance,dinner,roti_vegetables
20,muscle_gain,dinner,paneer_roti
26,maintenance,dinner,vegetable_soup
35,weight_loss,lunch,grilled_chicken_salad
37,weight_loss,dinner,boiled_vegetables
27,maintenance,breakfast,oats_fruits
22,maintenance,dinner,vegetable_soup
21,muscle_gain,dinner,grilled_chicken_sweet_potato
30,weight_loss,lunch,grilled_chicken_salad
22,muscle_gain,lunch,fish_rice
39,weight_loss,dinner,moong_dal_chilla
38,weight_loss,lunch,sprouts_salad
22,maintenance,lunch,dal_roti
40,weight_loss,dinner,clear_soup_tofu
36,weight_loss,lunch,salad_chicken
20,muscle_gain,breakfast,eggs_milk_banana
24,maintenance,breakfast,muesli_milk
18,muscle_gain,lunch,turkey_sandwich
23,muscle_gain,breakfast,greek_yogurt_nuts
22,maintenance,dinner,vegetable_soup
20,muscle_gain,lunch,lentils_quinoa
22,maintenance,lunch,mixed_veg_curry_rice
28,weight_loss,dinner,soup_salad
24,maintenance,dinner,vegetable_soup
37,weight_loss,breakfast,oats_green_tea
29,weight_loss,lunch,grilled_chicken_salad
17,muscle_gain,dinner,lentil_stew_rice
19,muscle_gain,breakfast,oatmeal_protein_shake
26,maintenance,lunch,quinoa_bowl
20,muscle_gain,breakfast,eggs_milk_banana
22,muscle_gain,breakfast,oatmeal_protein_shake
35,weight_loss,breakfast,oats_green_tea
39,weight_loss,dinner,roasted_cauliflower
32,weight_loss,lunch,vegetable_dalia
25,maintenance,dinner,vegetable_soup
39,weight_loss,dinner,roasted_cauliflower
40,weight_loss,dinner,soup_salad
33,weight_loss,dinner,soup_salad
23,maintenance,dinner,cottage_cheese_salad
17,muscle_gain,lunch,turkey_sandwich
23,maintenance,dinner,baked_fish_veggies
27,maintenance,lunch,mixed_veg_curry_rice
23,maintenance,lunch,mixed_veg_curry_rice
28,weight_loss,lunch,sprouts_salad
24,maintenance,breakfast,muesli_milk
24,maintenance,lunch,rice_dal_salad
26,maintenance,dinner,roti_vegetables
22,muscle_gain,breakfast,greek_yogurt_nuts
38,weight_loss,lunch,salad_chicken
18,muscle_gain,dinner,paneer_roti
27,maintenance,dinner,vegetable_soup
39,weight_loss,breakfast,black_coffee_omelette
17,muscle_gain,dinner,eggs_roti
27,maintenance,breakfast,poha_with_peanuts
20,muscle_gain,breakfast,peanut_butter_toast
26,maintenance,breakfast,muesli_milk
19,muscle_gain,breakfast,paneer_paratha
19,muscle_gain,breakfast,greek_yogurt_nuts
27,maintenance,lunch,chickpea_salad
22,maintenance,breakfast,oats_fruits
40,weight_loss,dinner,clear_soup_tofu
36,weight_loss,lunch,clear_soup_crackers
31,weight_loss,breakfast,chia_pudding
22,maintenance,breakfast,avocado_toast
23,muscle_gain,breakfast,eggs_milk_banana
40,weight_loss,dinner,soup_salad
22,maintenance,lunch,mixed_veg_curry_rice
22,muscle_gain,breakfast,paneer_paratha
22,maintenance,lunch,chickpea_salad
25,maintenance,lunch,rice_dal_salad
20,muscle_gain,breakfast,peanut_butter_toast
36,weight_loss,breakfast,oats_green_tea
17,muscle_gain,lunch,beef_stir_fry
17,muscle_gain,dinner,grilled_chicken_sweet_potato
34,weight_loss,breakfast,oats_green_tea
25,maintenance,breakfast,avocado_toast
31,weight_loss,dinner,soup_salad
34,weight_loss,dinner,moong_dal_chilla
31,weight_loss,dinner,clear_soup_tofu
26,maintenance,dinner,roti_vegetables
24,maintenance,breakfast,smoothie_oats
24,maintenance,dinner,vegetable_soup
23,muscle_gain,lunch,fish_rice
26,maintenance,dinner,tofu_stir_fry
26,maintenance,breakfast,avocado_toast
37,weight_loss,dinner,soup_salad
40,weight_loss,lunch,clear_soup_crackers
23,muscle_gain,dinner,lentil_stew_rice
24,maintenance,breakfast,oats_fruits
24,maintenance,dinner,vegetable_soup
40,weight_loss,dinner,roasted_cauliflower
17,muscle_gain,lunch,turkey_sandwich
35,weight_loss,breakfast,black_coffee_omelette
28,weight_loss,breakfast,boiled_eggs_spinach
40,weight_loss,lunch,vegetable_dalia
35,weight_loss,breakfast,oats_green_tea
35,weight_loss,lunch,grilled_chicken_salad
20,muscle_gain,dinner,tofu_steak_rice
25,maintenance,lunch,quinoa_bowl
22,muscle_gain,breakfast,greek_yogurt_nuts
36,weight_loss,lunch,clear_soup_crackers
26,maintenance,breakfast,muesli_milk
40,weight_loss,lunch,sprouts_salad
23,maintenance,breakfast,smoothie_oats
27,maintenance,breakfast,avocado_toast
22,muscle_gain,dinner,tofu_steak_rice
22,muscle_gain,breakfast,oatmeal_protein_shake
34,weight_loss,lunch,vegetable_dalia
36,weight_loss,dinner,moong_dal_chilla
19,muscle_gain,breakfast,oatmeal_protein_shake
36,weight_loss,dinner,soup_salad
18,muscle_gain,lunch,turkey_sandwich
25,maintenance,lunch,chickpea_salad
23,muscle_gain,breakfast,paneer_paratha
19,muscle_gain,breakfast,oatmeal_protein_shake
18,muscle_gain,dinner,paneer_roti
17,muscle_gain,breakfast,oatmeal_protein_shake
24,maintenance,lunch,dal_roti
38,weight_loss,dinner,soup_salad
30,weight_loss,breakfast,chia_pudding
26,maintenance,dinner,cottage_cheese_salad
23,maintenance,lunch,rice_dal_salad
24,maintenance,breakfast,oats_fruits
37,weight_loss,breakfast,black_coffee_omelette
18,muscle_gain,lunch,chicken_rice
38,weight_loss,breakfast,black_coffee_omelette
29,weight_loss,dinner,boiled_vegetables
29,weight_loss,dinner,moong_dal_chilla
27,maintenance,breakfast,poha_with_peanuts
22,maintenance,lunch,rice_dal_salad
36,weight_loss,breakfast,fruit_bowl
25,maintenance,breakfast,poha_with_peanuts
19,muscle_gain,lunch,chicken_rice
27,maintenance,breakfast,muesli_milk
24,maintenance,breakfast,poha_with_peanuts
20,muscle_gain,dinner,paneer_roti
25,maintenance,breakfast,oats_fruits
17,muscle_gain,breakfast,peanut_butter_toast
18,muscle_gain,lunch,fish_rice
22,maintenance,breakfast,muesli_milk
27,maintenance,breakfast,oats_fruits
37,weight_loss,breakfast,boiled_eggs_spinach
19,muscle_gain,breakfast,peanut_butter_toast
26,maintenance,breakfast,avocado_toast
25,maintenance,breakfast,muesli_milk
22,maintenance,dinner,vegetable_soup
35,weight_loss,dinner,moong_dal_chilla
40,weight_loss,dinner,soup_salad
35,weight_loss,lunch,clear_soup_crackers
24,maintenance,lunch,chickpea_salad
28,weight_loss,breakfast,fruit_bowl
22,muscle_gain,dinner,eggs_roti
37,weight_loss,lunch,sprouts_salad
22,muscle_gain,breakfast,eggs_milk_banana
26,maintenance,dinner,tofu_stir_fry
29,weight_loss,lunch,grilled_chicken_salad
23,muscle_gain,breakfast,paneer_paratha
23,maintenance,breakfast,muesli_milk
22,maintenance,lunch,mixed_veg_curry_rice
26,maintenance,lunch,rice_dal_salad
23,muscle_gain,dinner,tofu_steak_rice
20,muscle_gain,breakfast,greek_yogurt_nuts
22,maintenance,lunch,chickpea_salad
40,weight_loss,lunch,sprouts_salad
39,weight_loss,dinner,moong_dal_chilla
22,maintenance,lunch,dal_roti
22,muscle_gain,breakfast,oatmeal_protein_shake
22,muscle_gain,breakfast,peanut_butter_toast
23,muscle_gain,lunch,lentils_quinoa
35,weight_loss,lunch,clear_soup_crackers
23,muscle_gain,lunch,chicken_rice
24,maintenance,dinner,tofu_stir_fry
20,muscle_gain,dinner,lentil_stew_rice
17,muscle_gain,lunch,beef_stir_fry
27,maintenance,lunch,chickpea_salad
24,maintenance,lunch,mixed_veg_curry_rice
18,muscle_gain,dinner,eggs_roti
22,muscle_gain,dinner,tofu_steak_rice
39,weight_loss,lunch,sprouts_salad
34,weight_loss,dinner,soup_salad
25,maintenance,breakfast,oats_fruits
20,muscle_gain,dinner,grilled_chicken_sweet_potato
25,maintenance,lunch,chickpea_salad
25,maintenance,breakfast,poha_with_peanuts
26,maintenance,dinner,cottage_cheese_salad
37,weight_loss,dinner,roasted_cauliflower
31,weight_loss,dinner,clear_soup_tofu
23,maintenance,breakfast,muesli_milk
25,maintenance,dinner,cottage_cheese_salad
27,maintenance,lunch,chickpea_salad
36,weight_loss,dinner,roasted_cauliflower
17,muscle_gain,lunch,turkey_sandwich
22,muscle_gain,dinner,lentil_stew_rice
19,muscle_gain,lunch,turkey_sandwich
20,muscle_gain,dinner,lentil_stew_rice
23,maintenance,dinner,roti_vegetables
19,muscle_gain,lunch,turkey_sandwich
25,maintenance,lunch,chickpea_salad
22,muscle_gain,lunch,turkey_sandwich
20,muscle_gain,breakfast,peanut_butter_toast
23,maintenance,breakfast,muesli_milk
22,muscle_gain,breakfast,greek_yogurt_nuts
18,muscle_gain,dinner,eggs_roti
23,muscle_gain,lunch,chicken_rice
19,muscle_gain,dinner,eggs_roti
32,weight_loss,dinner,boiled_vegetables
22,muscle_gain,lunch,beef_stir_fry
23,maintenance,dinner,tofu_stir_fry
28,weight_loss,lunch,vegetable_dalia
21,muscle_gain,breakfast,oatmeal_protein_shake
22,maintenance,lunch,quinoa_bowl
25,maintenance,lunch,dal_roti
26,maintenance,dinner,tofu_stir_fry
23,maintenance,dinner,tofu_stir_fry
27,maintenance,lunch,chickpea_salad
23,maintenance,breakfast,oats_fruits
21,muscle_gain,lunch,lentils_quinoa
18,muscle_gain,breakfast,paneer_paratha
32,weight_loss,dinner,boiled_vegetables
27,maintenance,breakfast,muesli_milk
18,muscle_gain,breakfast,paneer_paratha
23,muscle_gain,dinner,tofu_steak_rice
23,muscle_gain,dinner,grilled_chicken_sweet_potato
26,maintenance,breakfast,smoothie_oats
32,weight_loss,lunch,clear_soup_crackers
21,muscle_gain,dinner,paneer_roti
26,maintenance,dinner,vegetable_soup
36,weight_loss,breakfast,chia_pudding
24,maintenance,lunch,chickpea_salad
22,maintenance,breakfast,avocado_toast
33,weight_loss,dinner,clear_soup_tofu
26,maintenance,breakfast,avocado_toast
17,muscle_gain,dinner,tofu_steak_rice
27,maintenance,breakfast,avocado_toast
28,weight_loss,dinner,boiled_vegetables
30,weight_loss,dinner,soup_salad
36,weight_loss,lunch,sprouts_salad
17,muscle_gain,breakfast,paneer_paratha
33,weight_loss,dinner,moong_dal_chilla
18,muscle_gain,breakfast,greek_yogurt_nuts
35,weight_loss,dinner,clear_soup_tofu
22,maintenance,lunch,quinoa_bowl
22,maintenance,lunch,rice_dal_salad
26,maintenance,dinner,tofu_stir_fry
18,muscle_gain,lunch,lentils_quinoa
26,maintenance,lunch,chickpea_salad
23,muscle_gain,lunch,fish_rice
22,muscle_gain,lunch,beef_stir_fry
22,maintenance,lunch,chickpea_salad
17,muscle_gain,lunch,paneer_pulao
27,maintenance,dinner,baked_fish_veggies
18,muscle_gain,breakfast,paneer_paratha
33,weight_loss,dinner,soup_salad
21,muscle_gain,breakfast,oatmeal_protein_shake
20,muscle_gain,breakfast,peanut_butter_toast
17,muscle_gain,dinner,eggs_roti
39,weight_loss,lunch,grilled_chicken_salad
30,weight_loss,breakfast,fruit_bowl
20,muscle_gain,breakfast,peanut_butter_toast
37,weight_loss,lunch,sprouts_salad
23,maintenance,lunch,quinoa_bowl
39,weight_loss,lunch,vegetable_dalia
23,maintenance,lunch,rice_dal_salad
37,weight_loss,dinner,clear_soup_tofu
22,muscle_gain,breakfast,eggs_milk_banana
23,muscle_gain,dinner,tofu_steak_rice
37,weight_loss,dinner,moong_dal_chilla
36,weight_loss,breakfast,oats_green_tea
17,muscle_gain,breakfast,greek_yogurt_nuts
23,maintenance,breakfast,avocado_toast
23,muscle_gain,dinner,grilled_chicken_sweet_potato
36,weight_loss,lunch,grilled_chicken_salad
22,maintenance,dinner,baked_fish_veggies
31,weight_loss,dinner,moong_dal_chilla
30,weight_loss,dinner,clear_soup_tofu
23,maintenance,lunch,dal_roti
21,muscle_gain,dinner,tofu_steak_rice
18,muscle_gain,breakfast,oatmeal_protein_shake
30,weight_loss,lunch,vegetable_dalia
37,weight_loss,dinner,boiled_vegetables
20,muscle_gain,dinner,lentil_stew_rice
30,weight_loss,breakfast,chia_pudding
18,muscle_gain,dinner,paneer_roti
20,muscle_gain,lunch,lentils_quinoa
18,muscle_gain,lunch,lentils_quinoa
23,maintenance,lunch,mixed_veg_curry_rice
25,maintenance,lunch,mixed_veg_curry_rice
36,weight_loss,dinner,clear_soup_tofu
22,maintenance,lunch,dal_roti
20,muscle_gain,dinner,tofu_steak_rice
23,maintenance,lunch,mixed_veg_curry_rice
24,maintenance,dinner,roti_vegetables
22,maintenance,dinner,cottage_cheese_salad
22,muscle_gain,dinner,grilled_chicken_sweet_potato
30,weight_loss,dinner,moong_dal_chilla
22,maintenance,dinner,roti_vegetables
37,weight_loss,lunch,grilled_chicken_salad
24,maintenance,dinner,cottage_cheese_salad
17,muscle_gain,lunch,paneer_pulao
22,maintenance,lunch,mixed_veg_curry_rice
23,maintenance,lunch,rice_dal_salad
36,weight_loss,lunch,clear_soup_crackers
20,muscle_gain,lunch,beef_stir_fry
26,maintenance,lunch,mixed_veg_curry_rice
38,weight_loss,breakfast,black_coffee_omelette
20,muscle_gain,breakfast,peanut_butter_toast
32,weight_loss,dinner,roasted_cauliflower
20,muscle_gain,breakfast,greek_yogurt_nuts
21,muscle_gain,breakfast,peanut_butter_toast
26,maintenance,lunch,mixed_veg_curry_rice
23,muscle_gain,dinner,lentil_stew_rice
33,weight_loss,dinner,roasted_cauliflower
35,weight_loss,dinner,soup_salad
17,muscle_gain,lunch,turkey_sandwich
22,maintenance,dinner,cottage_cheese_salad
22,muscle_gain,breakfast,paneer_paratha
28,weight_loss,dinner,roasted_cauliflower
23,muscle_gain,breakfast,peanut_butter_toast
17,muscle_gain,breakfast,paneer_paratha
23,muscle_gain,dinner,paneer_roti
17,muscle_gain,dinner,grilled_chicken_sweet_potato
32,weight_loss,breakfast,chia_pudding
29,weight_loss,lunch,clear_soup_crackers
22,maintenance,dinner,vegetable_soup
23,maintenance,lunch,mixed_veg_curry_rice
23,maintenance,breakfast,smoothie_oats
27,maintenance,lunch,dal_roti
34,weight_loss,breakfast,chia_pudding
18,muscle_gain,breakfast,peanut_butter_toast
17,muscle_gain,lunch,chicken_rice
20,muscle_gain,dinner,eggs_roti
26,maintenance,lunch,mixed_veg_curry_rice
40,weight_loss,dinner,roasted_cauliflower
22,maintenance,breakfast,oats_fruits
25,maintenance,breakfast,muesli_milk
23,maintenance,dinner,roti_vegetables
38,weight_loss,breakfast,black_coffee_omelette
22,maintenance,dinner,baked_fish_veggies
23,maintenance,dinner,vegetable_soup
39,weight_loss,breakfast,boiled_eggs_spinach
27,maintenance,breakfast,smoothie_oats
23,muscle_gain,lunch,beef_stir_fry
17,muscle_gain,dinner,grilled_chicken_sweet_potato
20,muscle_gain,dinner,tofu_steak_rice
20,muscle_gain,lunch,turkey_sandwich
28,weight_loss,lunch,salad_chicken
23,maintenance,breakfast,oats_fruits
26,maintenance,lunch,rice_dal_salad
22,muscle_gain,lunch,lentils_quinoa
39,weight_loss,lunch,grilled_chicken_salad
23,maintenance,dinner,roti_vegetables
33,weight_loss,lunch,vegetable_dalia
27,maintenance,lunch,chickpea_salad
22,maintenance,breakfast,avocado_toast
23,maintenance,lunch,mixed_veg_curry_rice
31,weight_loss,breakfast,fruit_bowl
39,weight_loss,dinner,clear_soup_tofu
40,weight_loss,lunch,clear_soup_crackers
31,weight_loss,dinner,boiled_vegetables
28,weight_loss,lunch,grilled_chicken_salad
25,maintenance,lunch,quinoa_bowl
26,maintenance,breakfast,poha_with_peanuts
30,weight_loss,dinner,moong_dal_chilla
40,weight_loss,dinner,clear_soup_tofu
21,muscle_gain,lunch,beef_stir_fry
25,maintenance,breakfast,oats_fruits
17,muscle_gain,dinner,tofu_steak_rice
33,weight_loss,lunch,clear_soup_crackers
21,muscle_gain,breakfast,peanut_butter_toast
20,muscle_gain,breakfast,paneer_paratha
30,weight_loss,breakfast,boiled_eggs_spinach
23,muscle_gain,lunch,fish_rice
22,maintenance,dinner,vegetable_soup
32,weight_loss,breakfast,oats_green_tea
31,weight_loss,lunch,vegetable_dalia
25,maintenance,lunch,dal_roti
29,weight_loss,dinner,boiled_vegetables
27,maintenance,lunch,quinoa_bowl
18,muscle_gain,lunch,turkey_sandwich
18,muscle_gain,dinner,paneer_roti
31,weight_loss,lunch,sprouts_salad
23,maintenance,breakfast,muesli_milk
23,maintenance,breakfast,muesli_milk
23,muscle_gain,dinner,lentil_stew_rice
20,muscle_gain,breakfast,paneer_paratha
22,maintenance,lunch,mixed_veg_curry_rice
22,muscle_gain,lunch,chicken_rice
25,maintenance,lunch,quinoa_bowl
28,weight_loss,breakfast,black_coffee_omelette
26,maintenance,lunch,chickpea_salad
29,weight_loss,dinner,soup_salad
22,maintenance,breakfast,smoothie_oats
21,muscle_gain,breakfast,oatmeal_protein_shake
17,muscle_gain,lunch,turkey_sandwich
21,muscle_gain,breakfast,paneer_paratha
21,muscle_gain,lunch,fish_rice
27,maintenance,dinner,vegetable_soup
27,maintenance,lunch,mixed_veg_curry_rice
35,weight_loss,dinner,moong_dal_chilla
22,muscle_gain,dinner,lentil_stew_rice
27,maintenance,breakfast,muesli_milk
23,maintenance,breakfast,muesli_milk
29,weight_loss,breakfast,fruit_bowl
22,muscle_gain,lunch,beef_stir_fry
27,maintenance,breakfast,avocado_toast
35,weight_loss,lunch,clear_soup_crackers
19,muscle_gain,dinner,tofu_steak_rice
27,maintenance,breakfast,avocado_toast
30,weight_loss,lunch,salad_chicken
23,maintenance,dinner,tofu_stir_fry
24,maintenance,dinner,baked_fish_veggies
34,weight_loss,dinner,boiled_vegetables
25,maintenance,breakfast,oats_fruits
19,muscle_gain,breakfast,eggs_milk_banana
36,weight_loss,lunch,grilled_chicken_salad
