calories,protein,fat,carbs,bmi,goal,recommendation
1599,38,53,254,24.6,muscle_gain,excellent
890,55,71,122,25.5,maintenance,balanced
2065,109,57,17,21.8,weight_loss,unhealthy
1257,97,23,46,22.2,weight_loss,unhealthy
2155,146,30,56,34.7,maintenance,unhealthy
781,73,58,109,33.0,muscle_gain,excellent
2418,93,55,182,20.5,weight_loss,unhealthy
1589,107,29,250,22.0,maintenance,unhealthy
983,140,21,200,19.0,maintenance,balanced
380,147,78,243,34.8,maintenance,balanced
218,87,65,290,33.3,muscle_gain,healthy
1449,15,50,244,26.9,weight_loss,unhealthy
1816,152,59,135,29.5,muscle_gain,excellent
2422,40,54,187,30.5,muscle_gain,excellent
1445,86,79,182,20.7,maintenance,unhealthy
1838,146,15,129,33.8,maintenance,unhealthy
253,42,16,39,26.5,maintenance,balanced
1626,93,44,57,18.7,muscle_gain,excellent
642,5,52,188,24.1,weight_loss,unhealthy
779,108,60,103,27.8,maintenance,balanced
481,69,12,64,23.4,weight_loss,excellent
1022,5,92,245,29.6,weight_loss,unhealthy
1869,129,18,296,32.9,weight_loss,unhealthy
840,64,91,83,30.9,maintenance,balanced
1231,29,60,131,28.6,weight_loss,unhealthy
2216,95,58,66,26.2,muscle_gain,excellent
762,142,21,282,21.6,muscle_gain,excellent
540,54,49,148,25.2,muscle_gain,excellent
671,144,9,208,22.3,maintenance,balanced
1910,96,7,218,33.8,muscle_gain,excellent
2496,36,13,282,33.3,weight_loss,unhealthy
434,37,88,147,19.8,maintenance,healthy
1306,30,24,143,31.8,maintenance,unhealthy
1316,46,87,25,29.7,weight_loss,unhealthy
2108,65,25,112,34.6,muscle_gain,excellent
1617,45,84,252,25.3,weight_loss,unhealthy
1023,134,37,99,30.0,weight_loss,balanced
1491,103,9,13,26.3,maintenance,unhealthy
831,102,28,71,18.2,muscle_gain,excellent
728,35,67,221,17.8,muscle_gain,excellent
2180,155,83,257,19.2,muscle_gain,excellent
2369,119,30,201,22.3,weight_loss,unhealthy
2257,160,93,65,21.7,maintenance,unhealthy
1539,151,96,298,30.1,maintenance,unhealthy
1496,52,37,40,29.9,maintenance,unhealthy
1529,6,22,10,34.5,muscle_gain,unbalanced
1433,143,22,207,22.6,muscle_gain,excellent
2181,176,42,54,33.9,maintenance,unhealthy
1953,105,37,56,28.0,weight_loss,unhealthy
2148,132,31,231,25.9,maintenance,unhealthy
2327,63,53,295,29.0,weight_loss,unhealthy
1101,124,54,90,29.6,maintenance,unhealthy
1090,42,19,289,20.1,weight_loss,balanced
1770,157,81,296,30.5,maintenance,unhealthy
2024,111,56,293,30.1,muscle_gain,excellent
2265,25,72,198,35.0,muscle_gain,healthy
1388,46,23,48,33.4,muscle_gain,excellent
1748,168,99,92,29.3,muscle_gain,excellent
401,141,29,185,29.8,maintenance,balanced
940,144,80,18,34.0,muscle_gain,excellent
1569,14,80,287,34.4,weight_loss,unhealthy
1589,137,29,267,31.9,weight_loss,unhealthy
2200,37,37,281,30.8,muscle_gain,excellent
1671,73,64,270,19.0,muscle_gain,excellent
1736,84,41,189,31.9,muscle_gain,excellent
518,105,96,163,21.6,maintenance,healthy
2464,33,47,24,27.1,weight_loss,unhealthy
1257,150,13,76,24.3,weight_loss,unhealthy
2094,138,18,196,23.2,weight_loss,unhealthy
923,57,7,72,22.6,maintenance,balanced
1900,164,73,290,32.4,maintenance,unhealthy
612,128,60,50,30.8,weight_loss,unhealthy
1475,46,30,37,26.4,weight_loss,unhealthy
600,51,57,286,29.0,weight_loss,unhealthy
2039,163,45,230,34.7,muscle_gain,excellent
923,15,86,226,24.2,maintenance,balanced
1335,158,25,231,26.9,weight_loss,unhealthy
950,159,43,70,26.6,muscle_gain,excellent
467,87,84,112,33.8,weight_loss,unhealthy
1540,113,27,194,23.3,weight_loss,unhealthy
769,31,97,156,34.8,maintenance,balanced
2173,66,78,84,22.5,weight_loss,unhealthy
745,152,62,10,19.0,maintenance,balanced
564,135,73,171,20.4,maintenance,healthy
746,148,79,26,24.7,weight_loss,unhealthy
470,107,33,252,28.7,muscle_gain,excellent
938,48,66,28,26.3,weight_loss,unhealthy
1457,97,57,68,23.8,weight_loss,unhealthy
258,34,49,210,27.1,weight_loss,unhealthy
1474,172,31,124,32.1,muscle_gain,excellent
2070,123,38,212,32.1,maintenance,unhealthy
285,33,18,40,30.1,muscle_gain,healthy
962,34,45,203,34.1,muscle_gain,excellent
589,108,78,115,27.6,weight_loss,unhealthy
1403,114,64,135,17.1,weight_loss,unhealthy
918,36,46,112,22.2,muscle_gain,excellent
348,142,55,172,22.9,maintenance,healthy
782,55,79,130,26.9,maintenance,balanced
320,140,15,249,33.3,weight_loss,excellent
965,40,39,104,32.1,maintenance,balanced
999,59,23,217,21.2,maintenance,balanced
2306,167,92,158,26.3,maintenance,unhealthy
1221,40,69,202,28.9,muscle_gain,excellent
1669,60,80,151,34.8,muscle_gain,excellent
1309,40,65,281,17.6,weight_loss,unhealthy
1450,93,51,210,25.3,maintenance,unhealthy
1849,66,18,171,34.8,weight_loss,unhealthy
2015,113,71,118,34.6,muscle_gain,excellent
1545,91,56,272,23.0,weight_loss,unhealthy
1541,157,36,219,17.0,muscle_gain,excellent
1932,68,84,158,27.6,muscle_gain,excellent
1098,61,14,265,32.6,weight_loss,balanced
684,117,21,208,22.8,maintenance,balanced
1002,74,44,195,33.8,weight_loss,unhealthy
1915,24,72,174,23.0,maintenance,unhealthy
2115,58,67,117,28.0,weight_loss,unhealthy
1957,5,19,92,30.0,weight_loss,unhealthy
2009,94,43,89,23.2,weight_loss,unhealthy
2491,142,61,262,23.3,muscle_gain,excellent
1643,155,14,34,25.5,weight_loss,unhealthy
2152,117,75,292,32.0,muscle_gain,excellent
1870,156,21,60,18.8,muscle_gain,excellent
2048,17,80,117,28.4,muscle_gain,unbalanced
719,161,21,247,29.2,weight_loss,balanced
1351,114,20,195,27.0,weight_loss,unhealthy
1596,95,82,89,33.8,weight_loss,unhealthy
2406,99,7,105,27.8,weight_loss,unhealthy
851,47,55,159,28.4,muscle_gain,excellent
2423,142,98,15,27.8,maintenance,unhealthy
2150,163,50,31,30.0,maintenance,unhealthy
410,78,59,229,19.4,muscle_gain,excellent
785,18,30,21,33.1,muscle_gain,unbalanced
366,103,80,292,17.8,maintenance,balanced
1456,113,35,201,28.5,maintenance,unhealthy
1405,166,85,234,28.1,maintenance,unhealthy
1938,149,76,176,20.7,maintenance,unhealthy
1252,153,23,125,17.7,maintenance,unhealthy
913,100,94,157,19.5,weight_loss,unhealthy
887,62,72,45,21.9,maintenance,balanced
529,140,19,254,32.9,weight_loss,excellent
1946,100,62,139,32.4,weight_loss,unhealthy
1407,42,82,249,18.1,muscle_gain,excellent
2342,158,34,114,22.2,muscle_gain,excellent
984,68,52,176,33.0,maintenance,balanced
1140,162,60,51,21.3,muscle_gain,excellent
1488,13,46,263,34.9,maintenance,unhealthy
1879,125,28,214,21.6,muscle_gain,excellent
825,36,56,204,30.3,muscle_gain,excellent
338,15,47,180,24.5,maintenance,healthy
961,166,38,259,19.5,muscle_gain,excellent
2033,109,64,113,21.6,maintenance,unhealthy
1755,150,87,48,29.2,muscle_gain,excellent
875,151,7,245,23.1,maintenance,balanced
291,86,72,143,27.9,weight_loss,unhealthy
1292,41,15,261,20.7,maintenance,unhealthy
236,86,17,179,25.1,muscle_gain,healthy
1987,16,54,292,26.2,weight_loss,unhealthy
2387,8,86,216,24.4,weight_loss,unhealthy
1401,47,23,152,20.6,maintenance,unhealthy
2036,159,48,28,25.3,maintenance,unhealthy
2094,55,37,199,29.5,weight_loss,unhealthy
336,9,42,73,34.4,maintenance,balanced
2437,138,7,239,31.2,maintenance,unhealthy
1863,91,69,184,19.9,maintenance,unhealthy
1782,110,39,29,21.9,muscle_gain,excellent
1171,60,40,285,18.4,muscle_gain,excellent
861,114,42,235,19.4,weight_loss,unhealthy
2490,72,43,240,21.5,weight_loss,unhealthy
2010,100,29,110,20.6,weight_loss,unhealthy
614,48,68,236,20.8,maintenance,balanced
542,147,17,47,21.2,maintenance,healthy
345,94,72,74,22.4,maintenance,healthy
522,46,74,85,19.3,weight_loss,unhealthy
2369,143,79,201,22.0,weight_loss,unhealthy
1475,77,5,132,29.4,muscle_gain,excellent
2078,15,76,134,21.3,maintenance,unhealthy
800,159,58,36,20.1,maintenance,balanced
674,62,13,112,18.2,muscle_gain,excellent
1715,132,40,285,26.0,weight_loss,unhealthy
774,25,41,69,32.2,weight_loss,unhealthy
546,25,63,177,18.1,weight_loss,unhealthy
1710,76,25,92,26.8,maintenance,unhealthy
581,133,24,15,28.7,muscle_gain,excellent
1503,106,5,173,27.7,muscle_gain,excellent
271,17,63,211,32.8,weight_loss,unhealthy
1317,77,32,186,32.6,maintenance,unhealthy
1596,10,75,165,18.0,muscle_gain,unbalanced
1559,116,60,287,23.5,maintenance,unhealthy
863,21,13,111,29.1,weight_loss,balanced
1715,77,69,89,34.1,weight_loss,unhealthy
2091,16,40,203,31.5,muscle_gain,unbalanced
239,90,38,290,20.2,weight_loss,balanced
1582,126,85,100,22.0,muscle_gain,excellent
2230,74,36,76,30.7,weight_loss,unhealthy
1477,112,70,224,25.5,muscle_gain,excellent
1165,56,29,154,26.9,weight_loss,unhealthy
2100,41,55,49,28.0,weight_loss,unhealthy
2417,121,67,221,18.9,maintenance,unhealthy
900,7,94,295,32.4,maintenance,balanced
710,12,49,68,32.5,weight_loss,unhealthy
1483,142,30,37,25.4,muscle_gain,excellent
783,51,25,56,28.3,weight_loss,balanced
1183,173,86,246,28.9,maintenance,unhealthy
658,68,97,126,20.4,muscle_gain,excellent
2105,46,55,160,19.0,weight_loss,unhealthy
2304,47,28,92,17.4,weight_loss,unhealthy
2465,129,96,66,33.4,maintenance,unhealthy
1015,141,16,226,23.2,muscle_gain,excellent
446,18,15,229,18.5,muscle_gain,unbalanced
929,95,31,294,25.4,muscle_gain,excellent
616,136,27,251,18.4,weight_loss,balanced
1254,6,37,108,18.5,maintenance,unhealthy
567,119,84,251,25.8,weight_loss,unhealthy
307,5,96,212,26.2,maintenance,balanced
1038,79,96,46,27.4,maintenance,unhealthy
617,69,42,255,28.8,muscle_gain,excellent
1843,178,59,137,29.0,weight_loss,unhealthy
1020,129,74,144,24.8,muscle_gain,excellent
1621,139,46,73,28.6,maintenance,unhealthy
882,70,33,283,22.5,maintenance,balanced
455,147,38,38,24.9,muscle_gain,excellent
1037,76,61,235,24.1,muscle_gain,excellent
2482,120,7,69,22.9,maintenance,unhealthy
752,125,10,63,21.3,weight_loss,excellent
380,51,52,158,18.4,muscle_gain,healthy
356,94,68,67,26.1,weight_loss,unhealthy
1677,44,17,45,26.7,maintenance,unhealthy
770,46,40,154,23.1,muscle_gain,excellent
1056,39,83,259,34.6,muscle_gain,excellent
1984,45,74,89,27.0,maintenance,unhealthy
1927,89,37,24,33.0,muscle_gain,excellent
1247,128,80,49,27.3,muscle_gain,excellent
1696,61,61,90,20.4,weight_loss,unhealthy
1623,42,59,202,34.5,muscle_gain,excellent
791,100,17,175,32.9,weight_loss,excellent
2381,140,55,213,25.5,muscle_gain,excellent
620,67,96,220,21.4,muscle_gain,excellent
2460,91,57,267,21.0,maintenance,unhealthy
547,136,40,124,31.5,maintenance,balanced
365,56,9,242,18.2,muscle_gain,healthy
1136,42,29,86,28.5,weight_loss,unhealthy
547,91,85,105,28.5,maintenance,balanced
597,9,41,107,20.3,maintenance,healthy
782,124,23,65,29.7,maintenance,balanced
1800,74,39,127,29.7,muscle_gain,excellent
507,117,38,128,23.3,weight_loss,balanced
298,28,58,47,25.7,weight_loss,unhealthy
1465,90,50,194,32.0,muscle_gain,excellent
357,149,10,251,26.4,maintenance,balanced
753,30,87,60,28.1,weight_loss,unhealthy
850,7,5,136,24.4,weight_loss,balanced
2474,6,75,112,19.7,muscle_gain,unbalanced
2490,96,38,238,35.0,weight_loss,unhealthy
1268,6,60,220,26.6,weight_loss,unhealthy
1695,154,87,94,23.1,maintenance,unhealthy
2078,75,30,283,29.8,maintenance,unhealthy
933,8,46,36,28.2,maintenance,balanced
2150,42,95,81,21.2,weight_loss,unhealthy
291,107,42,104,32.8,maintenance,balanced
2419,74,30,85,18.3,muscle_gain,excellent
1827,56,63,15,27.9,maintenance,unhealthy
1415,35,88,99,25.6,maintenance,unhealthy
1300,158,28,89,22.7,weight_loss,unhealthy
1504,40,25,231,31.9,maintenance,unhealthy
1587,158,64,92,28.8,muscle_gain,excellent
378,160,94,91,30.7,maintenance,balanced
2485,137,24,161,24.5,maintenance,unhealthy
479,119,10,54,34.0,muscle_gain,excellent
1242,78,71,221,23.2,muscle_gain,excellent
1818,22,14,80,26.6,maintenance,unhealthy
570,19,16,272,33.8,weight_loss,excellent
2000,101,26,67,18.5,muscle_gain,excellent
1903,9,66,66,19.0,muscle_gain,unbalanced
2468,41,65,120,34.9,weight_loss,unhealthy
503,108,84,151,34.5,muscle_gain,excellent
1548,90,21,65,30.9,muscle_gain,excellent
1660,154,14,21,25.7,weight_loss,unhealthy
1393,19,16,24,26.1,maintenance,unhealthy
2261,21,87,17,21.6,weight_loss,unhealthy
868,55,44,240,24.8,maintenance,balanced
699,49,27,195,24.8,muscle_gain,excellent
1614,126,44,62,17.6,muscle_gain,excellent
1772,160,78,146,25.2,maintenance,unhealthy
729,153,78,183,25.6,weight_loss,unhealthy
2206,174,54,228,29.0,muscle_gain,excellent
1419,86,14,272,26.3,weight_loss,unhealthy
954,149,98,264,32.5,maintenance,balanced
1014,139,8,279,23.6,maintenance,unhealthy
926,93,5,84,24.4,maintenance,balanced
930,105,47,233,27.3,weight_loss,unhealthy
1027,44,87,101,20.6,weight_loss,unhealthy
1531,172,9,143,24.1,maintenance,unhealthy
2246,47,98,172,29.4,muscle_gain,excellent
1074,77,94,207,24.4,maintenance,unhealthy
2378,27,38,198,33.3,muscle_gain,healthy
2203,99,70,82,28.1,muscle_gain,excellent
1877,164,28,215,19.8,muscle_gain,excellent
807,163,18,40,25.8,weight_loss,balanced
2273,21,45,128,30.8,muscle_gain,healthy
1677,116,46,292,28.6,muscle_gain,excellent
834,107,17,168,32.9,maintenance,balanced
1409,62,33,264,30.5,muscle_gain,excellent
683,90,69,254,18.1,muscle_gain,excellent
1274,39,50,115,19.0,maintenance,unhealthy
2114,34,38,207,28.7,weight_loss,unhealthy
2252,108,67,129,21.3,muscle_gain,excellent
788,169,8,91,27.6,weight_loss,excellent
2455,126,32,279,31.3,maintenance,unhealthy
1428,138,87,196,27.4,weight_loss,unhealthy
2173,38,5,285,24.5,muscle_gain,excellent
2258,60,40,61,28.6,weight_loss,unhealthy
1148,29,17,77,19.6,weight_loss,unhealthy
2255,119,9,143,30.0,maintenance,unhealthy
2279,17,18,129,29.5,maintenance,unhealthy
2207,67,84,66,26.3,maintenance,unhealthy
1941,106,36,195,22.0,maintenance,unhealthy
586,126,54,81,31.4,maintenance,balanced
1451,124,31,167,26.2,maintenance,unhealthy
1990,137,39,237,18.1,maintenance,unhealthy
1698,15,7,243,33.5,maintenance,unhealthy
406,113,8,20,30.8,weight_loss,excellent
2018,108,11,184,27.5,maintenance,unhealthy
1980,115,81,270,24.9,weight_loss,unhealthy
992,176,7,140,34.3,muscle_gain,excellent
2481,73,85,11,31.0,maintenance,unhealthy
1924,106,63,258,26.6,muscle_gain,excellent
1205,6,78,209,28.8,maintenance,unhealthy
1141,172,5,191,22.1,muscle_gain,excellent
1365,41,32,136,20.5,weight_loss,unhealthy
2423,122,63,206,21.9,maintenance,unhealthy
1877,53,57,295,22.3,weight_loss,unhealthy
648,79,14,53,30.3,muscle_gain,excellent
791,168,75,19,19.5,weight_loss,unhealthy
281,79,7,234,31.0,maintenance,balanced
2382,38,11,225,26.4,weight_loss,unhealthy
1606,62,13,220,23.9,weight_loss,unhealthy
1680,115,94,295,22.4,muscle_gain,excellent
1279,169,73,226,26.2,muscle_gain,excellent
618,100,17,58,22.7,maintenance,balanced
287,64,98,172,24.7,muscle_gain,healthy
414,144,44,202,30.3,weight_loss,unhealthy
1958,36,66,154,28.3,muscle_gain,excellent
1720,136,66,168,30.5,maintenance,unhealthy
1917,110,14,189,29.8,muscle_gain,excellent
2492,37,91,35,31.7,maintenance,unhealthy
1701,47,15,109,20.6,maintenance,unhealthy
508,116,80,120,34.9,weight_loss,unhealthy
430,111,66,279,25.6,weight_loss,unhealthy
354,13,81,60,29.9,weight_loss,unhealthy
1398,118,60,24,29.2,maintenance,unhealthy
314,129,53,137,27.2,muscle_gain,healthy
1613,24,20,149,34.9,muscle_gain,healthy
510,171,77,251,20.9,maintenance,healthy
1192,155,78,55,24.6,maintenance,unhealthy
1241,45,97,243,19.3,muscle_gain,excellent
211,48,13,81,20.3,muscle_gain,healthy
1627,129,37,104,29.8,maintenance,unhealthy
2479,39,92,294,17.1,muscle_gain,excellent
2213,155,39,141,33.0,muscle_gain,excellent
929,62,79,290,28.4,maintenance,balanced
1501,52,43,41,24.9,maintenance,unhealthy
1576,62,81,46,23.0,weight_loss,unhealthy
2236,105,91,135,19.3,weight_loss,unhealthy
740,61,29,147,33.6,muscle_gain,excellent
276,171,84,109,29.8,maintenance,balanced
223,160,60,251,23.1,muscle_gain,healthy
1238,68,52,254,18.3,maintenance,unhealthy
875,66,89,36,22.9,muscle_gain,excellent
371,87,14,218,20.3,muscle_gain,healthy
2092,117,45,108,31.2,maintenance,unhealthy
688,116,87,146,30.0,weight_loss,unhealthy
1685,66,63,196,26.0,weight_loss,unhealthy
956,98,32,45,32.9,maintenance,balanced
354,89,45,127,20.3,muscle_gain,healthy
456,30,70,167,25.1,muscle_gain,healthy
1979,125,55,284,29.8,muscle_gain,excellent
873,54,66,178,18.2,maintenance,balanced
2315,119,34,64,23.7,weight_loss,unhealthy
872,40,44,93,27.3,maintenance,balanced
1672,158,44,15,23.6,weight_loss,unhealthy
458,37,73,265,25.6,weight_loss,unhealthy
506,127,66,207,27.9,maintenance,balanced
1318,104,19,161,23.6,weight_loss,unhealthy
445,72,7,179,18.9,weight_loss,excellent
1858,77,28,257,19.5,weight_loss,unhealthy
386,140,45,258,26.5,muscle_gain,healthy
1997,27,67,159,20.1,maintenance,unhealthy
1124,74,52,219,33.0,muscle_gain,excellent
984,59,65,237,32.0,maintenance,balanced
1795,175,52,253,23.3,muscle_gain,excellent
1560,114,51,150,32.0,weight_loss,unhealthy
540,153,60,129,26.6,muscle_gain,excellent
762,154,80,189,19.9,muscle_gain,excellent
850,13,12,134,28.1,maintenance,balanced
1393,166,82,251,29.2,maintenance,unhealthy
268,158,22,221,18.5,muscle_gain,healthy
1783,133,88,26,22.7,maintenance,unhealthy
2304,112,27,25,17.1,weight_loss,unhealthy
1500,137,73,266,22.7,weight_loss,unhealthy
1322,173,69,295,23.0,weight_loss,unhealthy
1115,154,50,289,28.3,maintenance,unhealthy
660,72,70,55,20.6,maintenance,balanced
2426,70,84,267,17.5,muscle_gain,excellent
1043,148,73,152,22.7,maintenance,unhealthy
773,57,26,294,31.9,muscle_gain,excellent
318,132,69,22,24.2,maintenance,healthy
845,69,16,54,24.5,maintenance,balanced
1678,68,23,56,25.4,muscle_gain,excellent
2273,72,26,25,30.5,weight_loss,unhealthy
1713,66,59,116,25.6,maintenance,unhealthy
2231,85,66,12,18.6,muscle_gain,excellent
1231,75,55,113,20.7,maintenance,unhealthy
1168,118,52,104,20.4,maintenance,unhealthy
2210,177,21,142,26.1,maintenance,unhealthy
1739,56,17,280,17.5,maintenance,unhealthy
2396,120,32,210,22.1,maintenance,unhealthy
1711,129,71,263,27.9,muscle_gain,excellent
1248,131,9,192,23.4,maintenance,unhealthy
854,69,64,159,29.7,muscle_gain,excellent
2154,134,19,46,24.0,muscle_gain,excellent
754,26,85,148,34.6,weight_loss,unhealthy
624,161,48,109,34.4,muscle_gain,excellent
492,167,50,245,31.4,muscle_gain,excellent
1408,80,33,93,34.2,weight_loss,unhealthy
630,156,72,42,20.7,maintenance,balanced
516,98,53,130,30.5,weight_loss,unhealthy
597,162,47,39,22.8,maintenance,healthy
1547,174,72,43,30.1,maintenance,unhealthy
1788,75,81,142,23.7,muscle_gain,excellent
795,110,24,217,22.2,maintenance,balanced
2323,54,22,149,34.3,weight_loss,unhealthy
2143,106,68,85,20.8,weight_loss,unhealthy
1115,117,53,84,30.7,maintenance,unhealthy
1455,34,46,67,29.1,weight_loss,unhealthy
1175,16,16,107,22.5,weight_loss,unhealthy
1275,86,93,134,25.3,muscle_gain,excellent
1444,50,98,143,19.6,muscle_gain,excellent
1651,175,83,235,33.6,muscle_gain,excellent
1366,134,40,209,34.4,maintenance,unhealthy
2228,101,12,46,30.2,muscle_gain,excellent
562,84,32,147,32.3,weight_loss,balanced
433,58,90,217,18.5,muscle_gain,excellent
1931,39,64,203,23.9,weight_loss,unhealthy
226,56,53,65,23.0,muscle_gain,healthy
1694,165,42,96,27.2,weight_loss,unhealthy
292,88,84,104,20.3,muscle_gain,healthy
508,76,62,205,27.1,muscle_gain,excellent
251,30,9,201,28.8,muscle_gain,healthy
518,65,50,153,19.4,muscle_gain,excellent
2192,158,79,19,19.4,weight_loss,unhealthy
380,41,6,250,17.6,muscle_gain,healthy
1792,162,93,158,30.7,maintenance,unhealthy
846,99,29,149,23.0,muscle_gain,excellent
2161,15,5,22,21.1,muscle_gain,unbalanced
1483,45,99,263,31.0,maintenance,unhealthy
2444,137,73,90,19.6,weight_loss,unhealthy
2224,70,44,219,24.7,maintenance,unhealthy
535,145,72,229,30.4,weight_loss,unhealthy
1776,157,73,68,27.3,maintenance,unhealthy
1725,176,73,137,27.0,maintenance,unhealthy
1189,146,20,271,19.8,maintenance,unhealthy
1478,73,58,277,20.3,weight_loss,unhealthy
713,63,67,38,27.5,muscle_gain,excellent
2229,70,22,291,17.4,muscle_gain,excellent
441,72,21,77,32.6,maintenance,balanced
2396,16,86,216,23.3,weight_loss,unhealthy
1933,72,8,281,24.5,weight_loss,unhealthy
2459,175,99,184,21.7,muscle_gain,excellent
867,77,99,227,32.8,weight_loss,unhealthy
793,10,13,169,28.6,weight_loss,excellent
2378,19,35,253,25.1,maintenance,unhealthy
455,46,9,262,27.5,weight_loss,excellent
1702,35,20,198,23.8,weight_loss,unhealthy
760,10,46,270,25.4,maintenance,balanced
2310,37,45,139,23.4,muscle_gain,excellent
1534,161,84,12,24.4,muscle_gain,excellent
606,25,88,52,22.7,weight_loss,unhealthy
2060,128,34,142,18.4,maintenance,unhealthy
2262,98,30,187,17.7,muscle_gain,excellent
1910,153,53,275,20.1,weight_loss,unhealthy
458,104,35,33,21.5,muscle_gain,excellent
922,59,54,31,33.0,weight_loss,unhealthy
1482,68,19,12,28.0,muscle_gain,excellent
813,90,56,167,34.2,maintenance,balanced
1894,178,42,13,23.1,maintenance,unhealthy
2178,26,42,116,24.2,muscle_gain,healthy
1012,64,64,281,30.0,maintenance,unhealthy
1986,108,24,241,27.4,muscle_gain,excellent
530,143,91,247,26.5,muscle_gain,excellent
2412,51,48,81,27.4,maintenance,unhealthy
1416,163,93,97,27.5,weight_loss,unhealthy
1744,81,67,25,30.8,maintenance,unhealthy
1597,22,54,100,29.0,weight_loss,unhealthy
586,26,26,29,34.2,weight_loss,balanced
1718,149,76,221,34.1,weight_loss,unhealthy
2017,42,58,93,24.6,muscle_gain,excellent
2017,29,13,135,17.6,weight_loss,unhealthy
2014,36,19,60,17.2,weight_loss,unhealthy
1715,147,52,27,19.2,maintenance,unhealthy
1440,17,24,126,18.3,muscle_gain,unbalanced
519,15,39,133,23.7,muscle_gain,unbalanced
598,17,71,37,18.0,weight_loss,unhealthy
2114,101,64,150,28.2,maintenance,unhealthy
304,105,38,15,20.4,weight_loss,balanced
895,42,77,166,26.3,muscle_gain,excellent
529,5,98,115,18.9,maintenance,healthy
859,43,58,128,31.9,muscle_gain,excellent
1020,31,94,146,31.0,muscle_gain,excellent
2172,40,16,38,24.0,muscle_gain,excellent
1993,164,92,175,33.4,muscle_gain,excellent
661,173,23,74,20.3,muscle_gain,excellent
1807,147,84,65,31.7,maintenance,unhealthy
1875,35,30,295,26.8,maintenance,unhealthy
2274,131,27,105,22.9,muscle_gain,excellent
470,10,37,224,18.5,weight_loss,balanced
584,93,61,240,20.1,weight_loss,unhealthy
259,154,34,67,32.5,muscle_gain,healthy
1330,35,27,193,27.9,maintenance,unhealthy
419,104,78,291,21.3,weight_loss,unhealthy
1664,77,40,280,25.9,maintenance,unhealthy
2106,50,99,218,18.9,maintenance,unhealthy
1795,101,90,172,18.8,weight_loss,unhealthy
295,175,47,98,33.3,weight_loss,unhealthy
1188,5,70,280,25.2,maintenance,unhealthy
1312,176,57,106,23.5,weight_loss,unhealthy
2145,61,91,84,34.1,muscle_gain,excellent
2478,13,64,97,24.2,weight_loss,unhealthy
1167,9,41,15,23.1,maintenance,unhealthy
445,83,65,165,21.9,maintenance,healthy
2358,118,57,72,27.2,maintenance,unhealthy
433,13,16,38,27.1,maintenance,balanced
1351,177,39,200,17.3,maintenance,unhealthy
1460,28,71,213,28.8,maintenance,unhealthy
1002,174,42,287,31.2,muscle_gain,excellent
1617,154,28,36,28.1,maintenance,unhealthy
854,107,85,94,32.7,maintenance,balanced
310,64,44,219,22.0,muscle_gain,healthy
289,90,69,147,20.5,maintenance,healthy
962,169,61,287,29.6,maintenance,balanced
1503,120,76,181,20.4,muscle_gain,excellent
1556,171,83,165,18.6,weight_loss,unhealthy
2379,88,49,238,18.7,weight_loss,unhealthy
1236,94,93,188,30.8,maintenance,unhealthy
1664,93,76,256,17.5,weight_loss,unhealthy
297,124,17,171,22.2,weight_loss,excellent
1343,160,83,172,19.3,muscle_gain,excellent
492,147,10,227,30.6,weight_loss,excellent
2039,10,75,295,26.1,maintenance,unhealthy
1934,56,51,85,20.7,muscle_gain,excellent
1224,144,97,213,30.5,weight_loss,unhealthy
2497,23,48,225,30.5,maintenance,unhealthy
851,79,36,232,26.4,muscle_gain,excellent
2396,134,7,202,22.0,maintenance,unhealthy
2291,59,58,201,27.6,weight_loss,unhealthy
2106,19,88,278,33.8,maintenance,unhealthy
1921,104,82,269,17.9,weight_loss,unhealthy
1267,73,96,201,21.8,weight_loss,unhealthy
2409,147,42,280,22.1,weight_loss,unhealthy
2016,47,8,113,28.4,weight_loss,unhealthy
452,21,83,213,28.7,weight_loss,unhealthy
331,102,21,193,20.7,muscle_gain,healthy
2107,120,41,226,20.9,weight_loss,unhealthy
2110,156,92,100,33.7,muscle_gain,excellent
1879,78,40,207,30.6,maintenance,unhealthy
1332,120,62,48,33.8,maintenance,unhealthy
1258,34,45,206,31.9,muscle_gain,excellent
2125,71,12,88,24.2,muscle_gain,excellent
386,55,71,226,19.2,maintenance,healthy
1148,64,34,103,28.3,muscle_gain,excellent
2490,7,90,181,23.3,muscle_gain,unbalanced
463,108,56,52,24.7,weight_loss,unhealthy
2197,9,29,141,24.7,maintenance,unhealthy
721,32,56,86,33.9,muscle_gain,excellent
1764,112,63,241,18.2,muscle_gain,excellent
982,143,34,48,20.5,muscle_gain,excellent
734,105,71,63,27.9,weight_loss,unhealthy
409,80,8,160,32.9,maintenance,balanced
2293,19,97,197,33.5,maintenance,unhealthy
1763,87,61,195,27.1,muscle_gain,excellent
225,52,67,144,17.6,muscle_gain,healthy
374,131,36,182,23.5,weight_loss,balanced
1739,50,91,278,33.5,muscle_gain,excellent
1534,32,87,124,26.0,muscle_gain,excellent
521,11,83,230,30.1,weight_loss,unhealthy
1802,98,55,48,21.8,muscle_gain,excellent
1358,86,67,251,17.5,maintenance,unhealthy
254,92,84,230,27.4,maintenance,balanced
1766,138,91,155,32.0,maintenance,unhealthy
1809,72,5,173,34.8,weight_loss,unhealthy
2072,59,23,268,32.2,weight_loss,unhealthy
2394,122,39,199,27.0,maintenance,unhealthy
